"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","0","0","0","0","1918","1902","16"
"East Jaintia Hills","7","2","0","0","2456","2417","32"
"East Khasi Hills","640","130","71","1","42750","41097","1013"
"North Garo Hills","2","1","0","0","1688","1678","8"
"Ri-Bhoi","40","11","0","0","9785","9655","90"
"South Garo Hills","2","1","0","0","1220","1206","12"
"South West Garo Hills","0","0","0","0","1873","1855","18"
"South West Khasi Hills","6","1","0","0","2556","2533","17"
"West Garo Hills","66","16","9","0","9180","9041","73"
"West Jaintia Hills","12","2","3","0","6840","6692","136"
"West Khasi Hills","9","3","0","0","5530","5446","75"
"Total","784","167","83","1","85796","83522","1490"
