"","","","","","","","","",""
"","","","","","","","","",""
"Districtwise Abstract of COVID-19","","","","","","","","",""
"Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"1","Bagalakote","0","40682","0","40315","0","0","367","0"
"2","Ballari","0","115519","0","113738","16","0","1763","2"
"3","Belagavi","0","100143","0","99132","7","0","1002","2"
"4","Bengaluru Rural","0","79286","1","78373","6","0","907","0"
"5","Bengaluru urban","171","1784193","128","1765467","1763","0","16962","1"
"6","Bidar","0","29808","0","29383","1","0","420","4"
"7","Chamarajanagara","0","43618","0","43083","0","0","524","11"
"8","Chikkaballapura","0","55627","0","55165","1","0","460","1"
"9","Chikkamagaluru","0","57251","1","56842","3","0","406","0"
"10","Chitradurga","1","46360","0","46115","6","0","239","0"
"11","Dakshina 
Kannada","2","135516","2","133660","6","0","1840","10"
"12","Davanagere","0","57540","0","56917","0","0","623","0"
"13","Dharwada","0","84088","0","82697","0","0","1384","7"
"14","Gadag","0","30584","0","30248","0","0","336","0"
"15","Hassana","0","143860","1","142551","0","0","1307","2"
"16","Haveri","0","26840","1","26171","0","0","669","0"
"17","Kalaburagi","0","76607","0","75724","3","0","880","0"
"18","Kodagu","0","49264","0","48911","0","0","352","1"
"19","Kolara","0","63008","0","62343","1","0","664","0"
"20","Koppala","0","41281","0","40743","0","0","538","0"
"21  Mandya","","0","101486","0","100774","1","0","711","0"
"22  Mysuru","","14","229495","0","226918","18","0","2559","0"
"23","Raichuru","0","45449","0","45085","0","0","364","0"
"24","Ramanagara","0","29808","0","29460","1","0","347","0"
"25","Shivamogga","0","83330","0","82199","2","0","1128","1"
"26","Tumakuru","1","159846","3","158627","1","0","1218","0"
"27","Udupi","0","95612","1","95063","3","0","546","0"
"28","Uttara Kannada","0","71168","0","70356","3","0","809","0"
"29","Vijayapura","1","41012","0","40481","11","0","520","0"
"30","Yadagiri","1","29966","0","29753","1","0","212","0"
"31","Others*","0","36","0","33","0","0","3","0"
"Total","","191","3948283","138","3906327","1854","0","40060","42"
"*
Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today.  
 
 
 
Date: 05-05-2022 
Page 5 of 6","","","","","","","","",""
