"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4552","4145","1","4","402"
"Bageshwar","2096","2003","2","0","91"
"Chamoli","3234","3113","12","3","106"
"Champawat","1915","1894","0","1","20"
"Dehradun","33992","33232","216","177","367"
"Haridwar","13297","13006","30","26","235"
"Nainital","11487","11374","29","29","55"
"Pauri Garhwal","5307","4311","9","18","969"
"Pithoragarh","2568","2423","3","4","138"
"Rudraprayag","2718","2586","0","2","130"
"Tehri Garhwal","2405","2036","3","5","361"
"U.S. Nagar","8865","8549","18","5","293"
"Uttarkashi","1708","1521","6","5","176"
"Total","94144","90193","329","279","3343"
